src,dst
587,2273
7290,2482
3092,5262
7402,2723
1672,3249
1940,31
3960,2039
1533,3814
1191,2387
599,4727
7044,6398
3809,1089
1920,318
4382,2671
4005,2721
7133,5689
3628,6935
7342,5274
202,2058
859,7283
904,2330
6476,3847
3453,3147
5335,6911
1842,6262
5921,3036
6359,4201
4757,1952
22,1309
1391,4296
3533,4015
2177,2953
1475,3435
331,2818
3696,2501
485,4948
3809,2378
3241,2860
493,113
328,1766
1680,3086
5711,7548
6600,1230
5172,854
4053,6121
1971,7207
1902,5350
887,417
4648,854
6628,1743
2122,960
1017,3681
2089,2732
1870,5812
5867,5028
4757,3241
5803,1071
1345,1268
3427,4154
311,257
5624,2826
7174,2441
1346,1870
3586,1932
4506,2841
6464,3971
5965,86
1923,6577
2556,4046
6847,5429
1580,7177
2478,1911
3472,5967
5289,5172
311,7023
2510,668
4961,7558
591,432
3187,4293
272,652
7283,5178
7407,4490
3711,5202
2801,2537
6,7326
5111,1086
887,2645
1195,6962
5861,3304
1666,2383
3514,1655
1034,6078
1309,4031
6355,6256
7231,1231
2826,6916
7205,10
4438,3437
4808,2216
849,3292
7237,4429
630,4682
7146,369
7581,6713
4421,4961
92,842
7146,3752
7356,1118
6693,7190
2634,7096
1662,3553
127,7444
1515,4257
7544,3798
6291,6621
2461,4135
6480,7082
1731,125
1920,3030
349,6510
4874,1681
722,5560
6164,3813
2513,3544
6133,6220
4715,3314
4844,2970
7349,6713
7597,3809
2280,2784
922,7311
5127,3258
1450,7430
113,5452
3148,5223
3964,6563
5142,6010
1704,4314
5242,764
4715,4253
1155,5792
725,3764
5238,3274
3682,434
7405,3989
3036,5921
2735,331
2093,5028
7165,2058
3326,4182
3810,619
4396,2406
2360,3837
1369,4216
2238,464
591,7332
7365,3809
3643,7272
6563,677
7576,2531
3481,2780
282,3544
5884,3772
4217,1128
5598,7350
1035,6033
3960,3946
3390,6045
2676,1040
4135,4701
6265,2151
1368,1712
7266,770
270,5412
4991,3905
6445,806
6154,2320
7171,5636
245,7045
3034,1687
2244,5732
3810,1908
7385,5565
258,3308
4298,908
3332,563
887,1035
1475,1959
3809,902
4664,1416
1185,3883
2057,3812
7103,375
6167,2905
6872,6104
1505,4238
7425,3809
5125,1252
3600,1667
7559,3809
1525,1672
6709,2141
652,3770
6323,385
7030,1967
7171,3892
7475,6555
2274,255
5489,7541
4363,3531
5769,1704
4437,3480
2501,2863
5039,1828
5512,2048
1990,3879
7434,5965
2408,4392
1940,2072
6546,7223
6466,6705
4138,4352
5948,2578
7079,4461
6389,3260
3939,4142
4135,1802
3476,2920
2280,2113
4740,3639
7381,1793
22,2411
5581,2003
5328,3809
770,7000
5937,1638
1995,2129
2320,5861
6580,3959
2330,887
5033,6335
5098,6730
3971,6282
851,7339
2782,1950
3573,6421
5882,2116
6307,3800
3617,6693
3213,3634
2593,4680
3102,7001
3809,4419
2262,6795
5013,6807
1391,3304
6611,3430
3874,872
2330,5209
5360,4636
5439,4929
5620,3809
6898,4426
3068,1940
4864,7438
7388,89
2920,3762
7445,7039
2780,1473
5142,6628
5008,3430
66,1528
5014,7382
102,5157
4011,1520
1841,2951
4279,5472
4043,6693
1846,851
285,7493
383,4618
3358,174
6551,1285
2826,313
4517,7515
6389,2455
6585,4087
301,3273
2966,2013
2238,3526
4610,6925
964,7000
3880,5359
1621,2803
2366,3711
1084,5604
6693,587
3713,523
860,1924
3759,7284
3153,5030
5142,5473
4094,592
7272,2923
2060,7576
6877,5777
6650,890
3484,1602
7112,7337
1649,7453
3143,1309
2441,1791
2826,1602
2265,3255
5352,6222
2941,6278
3204,2716
1268,1345
5793,7096
3809,581
5846,2004
3659,5740
7272,3273
2671,5636
6320,2826
7581,4782
4059,2449
5635,2723
1256,3213
7038,6260
4015,5560
3447,2070
1064,10
3813,2393
5955,5330
1781,3034
1696,6868
1292,3809
5769,4416
5436,1732
193,4066
2125,6227
2864,150
1095,3645
759,3696
4393,2860
1466,1868
2775,2552
1811,3034
1188,3809
1322,3809
1060,3809
3809,6192
6762,3709
1908,3906
3809,3748
5268,993
5629,7388
5854,3534
4025,2060
2091,6242
362,2720
6991,2980
5917,850
452,2613
5710,3031
5837,4304
4939,3154
4495,6146
4787,3514
2968,3482
4444,6558
1920,3327
7574,3745
5132,6932
956,3809
13,4414
6386,4711
6181,1835
3602,6279
1439,6437
4651,3626
356,2501
4769,7065
2524,997
3446,2733
6632,7369
3600,2419
6416,1328
4632,2071
4716,2708
7575,533
5104,4510
2249,2640
3847,3427
4327,654
3224,38
3711,156
3697,4422
6560,3709
6811,1076
2893,2153
6,2280
990,1484
730,2311
5709,3314
1199,7485
3888,6619
6225,1918
1643,551
6230,2262
5712,5305
2828,5141
5526,6081
1811,6551
1071,5987
6510,5285
4426,5736
4961,2862
6372,7041
2330,7116
2382,7306
6079,6230
4166,4119
1361,7254
4129,6681
7212,1770
3314,4253
7051,4296
2562,2928
4124,3304
4635,6260
2403,2117
7091,4634
3596,4124
5289,5737
5361,887
939,741
6763,4014
1488,1737
3934,6563
2148,4227
993,7393
3809,2138
3260,2862
2694,5834
1407,7383
5965,1940
533,4375
5722,6908
1830,3544
997,2789
7406,2551
439,3959
3770,3314
5771,4326
3787,2729
5903,4445
5383,6661
6774,7155
859,6238
6387,4265
3849,4546
4575,5404
4580,3304
7479,2248
6756,7515
167,3621
1148,864
2366,1430
5762,1180
122,3878
3341,2800
5548,6324
3621,5069
887,1466
2113,203
681,4781
6705,760
2047,5999
5274,2530
6344,6416
3842,7108
3544,5199
5877,5452
7045,6463
2250,1605
3191,3391
751,4961
1520,4011
3311,1995
5274,3469
6323,7232
6416,7423
4580,1560
4714,1560
4215,4845
1749,6692
4951,3193
660,120
7117,5026
1929,5347
1174,341
52,3647
4422,7575
3453,3741
4864,2258
824,6378
4208,641
5211,3305
4267,6883
5203,5107
2414,1605
2149,2088
5917,3696
3809,3561
4382,5143
6567,5498
121,5854
4008,2458
3796,5019
5441,734
7110,4205
4078,1699
1391,5829
7453,2100
7222,1413
5792,2654
1580,66
1535,5019
5107,2551
1387,2677
3445,251
7072,4852
3131,2535
579,7082
3981,2705
2859,1847
7074,4898
5921,31
587,3001
2039,1519
3639,2187
2111,641
836,3705
595,4582
6211,4708
6126,2126
4242,1699
5018,1920
3939,5862
4790,7166
4515,6961
3799,7545
380,6091
3971,4619
4249,3809
3645,662
2521,3141
6891,653
6333,6741
1635,4445
773,2760
7254,4842
7347,2589
3964,5518
4163,2695
2826,4127
6434,1316
2980,1561
6017,1967
4401,4738
4017,3809
1321,1252
3559,4651
2817,3260
6343,6274
1030,3705
3263,2788
1095,1848
1050,385
7082,197
2033,5780
7405,850
2618,2269
5013,3400
97,6883
3767,786
4538,663
3008,2454
4740,5493
6395,6814
3809,1951
2078,1766
3184,6063
1391,7252
1668,3588
5828,4488
5651,654
1786,3809
599,2556
1524,3809
2863,760
7286,3760
2146,7535
2901,6879
1886,1946
5709,3261
3035,6879
2887,2285
3191,976
37,1513
6738,5059
7445,2477
3976,6386
3809,3240
7042,5470
3045,7008
3905,3702
2532,3225
1016,7166
4018,381
857,6355
5156,7599
836,3034
3332,7223
5763,3847
1195,5596
2019,381
5317,3760
1564,740
7121,3669
5882,2226
6663,6763
1391,31
6869,2667
523,5139
5790,947
1519,2660
65,7479
1980,3809
84,3557
4687,331
6951,4951
4161,4422
5861,6260
286,6889
470,2280
150,2864
243,3809
3486,2563
1614,453
3078,294
872,6232
2863,3338
5005,6275
1290,329
5271,6394
1370,3476
5625,5202
4823,3760
4964,3241
282,3922
3176,2522
7293,2971
1866,5750
4397,3544
209,1350
3937,6003
145,3809
4739,1029
3314,362
320,4564
3257,3800
879,6248
2405,6967
3097,6551
5664,4002
3809,6757
7174,4942
6221,887
4182,3555
6567,6250
6558,4444
997,4025
5374,2708
7227,1570
167,6951
5286,609
2280,5740
3992,2677
2796,6034
7426,467
836,6551
280,4384
641,2111
3452,2174
3809,4663
7426,1406
7045,6410
5008,2735
2556,5042
104,1125
1322,5663
1561,3959
4154,3385
286,607
3469,3282
6686,7231
3971,4432
1729,3543
1684,6244
887,2702
2191,5294
4637,5424
4191,2863
3960,6902
493,304
6048,154
3809,5952
6939,887
2919,6383
686,5802
5194,804
6434,1129
6626,5271
6884,3809
1908,7049
5590,215
3809,6891
2661,2560
2468,5171
6263,2186
4296,6420
5767,4988
1906,7353
5526,3613
6837,960
2552,2775
5159,2099
5171,1170
2438,3427
3959,3802
3481,1548
6414,5738
2885,2426
4578,4039
1749,5834
2957,1548
851,2240
5787,2607
4687,6426
2414,6224
3555,4880
2116,4315
2959,5758
1784,3576
836,619
2735,388
5944,2032
5331,3495
3999,5271
4734,5491
174,685
5494,2735
1280,4982
6478,5349
6560,5913
22,1045
1789,4859
127,3313
2088,3960
1199,7245
3453,7205
6180,2659
2123,7364
15,3257
2625,2098
2699,2047
4841,5738
7326,5042
7118,1895
1548,6840
5137,3787
5777,6591
3227,1385
1589,4397
2895,646
5560,1638
2590,6426
2368,4135
4300,3290
3849,1139
332,3314
681,3468
3555,692
979,681
3809,3992
5647,4266
464,3241
4546,3696
4775,1304
604,4941
1268,1723
2004,7241
6956,4169
6895,3701
5109,3809
4154,6097
3803,1144
2058,7477
4620,5338
3809,4342
5511,1345
4031,4943
1106,614
3495,6626
362,3314
3793,3085
100,3314
2464,5132
4135,6986
2402,5974
3386,5178
1731,1605
7273,1782
2088,6538
4411,5349
3034,6416
1262,6230
5030,1422
3944,6637
7283,5853
7443,4822
3539,2387
220,2857
6546,7280
5273,3809
1030,1908
5464,1125
1558,4279
5271,7146
3046,10
336,3971
5754,1638
1576,4296
2099,6323
740,1580
5907,2634
3224,282
3618,3619
2878,3809
5080,7551
2203,1950
5744,4333
3713,6862
3639,3907
3677,4199
3272,6365
5271,7496
3934,5518
5610,1300
5331,1885
3686,2972
6002,3810
2493,6600
2286,4055
4182,4307
4834,2018
6652,6521
1050,3849
5069,2824
1743,2315
3809,4476
5485,258
6737,6070
3177,7417
7021,3385
147,5738
3182,1345
3039,3511
5396,186
764,984
1593,277
4370,1510
3571,6755
6355,2743
1363,6416
1523,4419
4570,3261
4470,6063
5139,6387
3513,1300
6904,7122
3334,3809
3559,6371
7065,1563
4355,5524
5793,5864
5619,1547
4877,7326
6890,4191
2852,4974
6787,306
6567,5258
3944,7121
2359,5041
2168,1309
4785,1321
4038,6756
1638,3029
1758,3131
1285,467
641,7535
663,4850
5894,1378
6693,4966
406,3881
3809,4610
2847,5919
6763,7425
3430,5745
3696,4144
3737,2455
1837,5467
2171,4589
2114,1049
4521,4257
6708,2241
32,2135
6603,7143
6081,5526
3809,4960
1638,5257
3332,5560
5257,3544
4154,3682
871,3809
5877,219
4031,84
6775,1369
1487,5246
5792,1609
3438,4643
7177,5321
4291,5084
535,4799
98,1792
2753,2096
6428,1261
2343,2198
6197,2826
273,2547
3621,3569
3590,2004
7578,2632
3839,6680
6975,7257
643,6961
6242,1256
3809,3805
3604,7537
4781,1686
4337,3924
4803,5417
1035,3809
5978,5347
5262,5931
2153,7177
2017,6350
6146,4931
6218,4053
3809,772
4279,1475
3644,2425
5335,5655
1902,361
3433,1424
5016,3431
1908,4313
339,6176
6693,2067
3809,4155
4418,5202
3304,4427
4694,4319
764,663
2376,6818
1065,3809
5924,3956
3895,6558
5612,2149
5462,5588
6600,563
1613,7024
3659,3837
6704,4296
1995,710
658,2896
5811,1046
6883,97
6891,6374
740,6870
4276,7189
6979,559
4738,2524
6206,7210
3914,2262
2837,3621
5803,3787
323,4488
851,443
1233,5463
6837,6518
6329,3079
1518,1660
2046,4031
1791,5202
7223,7493
3671,2477
7045,1714
4578,3181
2359,5659
1387,2116
2168,1927
7096,2433
7130,1263
616,3959
7035,4409
4251,2005
1761,7430
2051,2281
5041,7005
5712,5712
1488,7271
1911,1712
1176,5464
887,5361
3442,4495
6470,3849
5697,7309
2309,1758
3809,1256
2510,3734
6868,6339
2993,2390
5362,4552
4870,5810
4765,132
6446,1920
3314,2216
1729,6552
459,7516
1295,1372
6262,7468
4622,4927
1563,2318
3087,6374
3809,5578
2691,3930
1354,6116
7001,1391
946,3847
2095,4808
3604,450
2802,2980
150,6357
568,6870
6224,1699
3944,4490
5962,1699
7163,406
3809,6517
1889,3427
6018,5014
1362,500
5359,3880
6260,6991
4507,7047
7069,744
7206,6869
167,295
2187,2303
4492,6924
6209,4959
4029,5702
5302,5975
4294,523
1076,1045
3330,1005
5651,2187
2330,4274
2216,4926
7557,683
168,2590
2313,5798
4775,1735
6781,3845
1557,2257
2543,6260
3427,5260
1985,5178
6799,6868
6510,349
6260,5836
3674,5137
1513,6122
7385,3959
2970,2540
2937,6564
6703,3373
1729,270
934,3971
4012,5132
1004,7184
5429,6847
4708,4835
6596,6135
7365,4431
3822,6139
4161,5605
3543,6724
6425,3809
6862,3810
6870,3671
1982,2786
1920,1908
6163,3809
5901,3809
3153,7478
6553,6438
3631,5790
1472,240
5532,6386
6563,4682
4166,6888
5967,5560
7127,294
6559,776
3809,3618
3320,1175
423,614
3939,7074
33,3812
6924,874
3971,3387
1050,3341
3908,2284
6525,2296
6449,5684
2507,6175
1387,2734
5260,3604
3300,5811
4076,1868
3971,354
3809,1524
4850,5426
1906,5019
4853,4943
560,6897
5056,1330
5869,4062
1908,5065
7326,6896
1655,4619
1777,5548
3494,3583
422,6374
2026,2088
5104,7413
6919,1819
2079,1914
4362,6776
5866,1320
286,851
2951,1843
6862,3005
7304,6356
1994,7468
1975,810
3671,1940
7272,4566
560,4803
1289,6898
6184,848
6096,5165
4974,4307
2980,1268
1550,257
5636,454
5175,4031
5784,3358
1548,6600
2380,5410
5367,4201
4422,4733
7206,721
2975,4307
3809,6196
946,493
3599,6386
1701,3809
6374,1322
133,7560
1363,7197
4787,6551
2226,5882
1192,4871
1925,292
4404,2060
1902,6724
1668,2356
1256,5795
6108,5525
5712,5525
3257,1145
836,2957
3971,488
4943,4031
2685,7335
6398,6038
6852,6208
2702,334
3225,6525
3809,7485
2455,3086
6870,2061
1865,3809
2412,6422
3515,7038
5047,597
2051,0
2531,1391
1185,7433
867,2428
946,2721
2957,5175
3730,5879
7515,486
4172,2060
1751,1428
1666,5262
5751,161
4015,6048
3982,3656
3044,1387
4926,5905
450,6462
2721,5837
5556,7240
2777,4426
6748,6393
3809,6330
681,3362
5636,3971
2957,3081
1314,5749
6503,4310
2234,6658
5028,4088
5983,5772
3362,4298
1696,5262
7047,3427
923,616
2406,699
1580,2835
4772,900
4706,4976
7445,5917
6291,7056
1580,391
3393,4550
4279,7383
2629,4154
2775,6423
686,114
3039,5715
2678,4046
723,2433
470,1987
979,4308
6373,2143
4427,84
6700,286
5490,3745
4427,6500
4327,5330
1090,3358
2219,2943
1071,4836
3283,5294
4741,3657
174,124
4396,1902
3145,5360
3640,3087
3989,7405
6551,7518
892,340
3435,3621
4701,5921
4426,1552
5360,2359
3450,2963
4157,573
6421,5193
6192,1169
4781,962
7470,96
7003,1384
1261,2085
3472,1409
1230,520
6426,6476
2085,1034
1541,5108
187,709
5445,7543
5135,6563
5271,7390
6279,764
4683,4187
806,5827
493,1166
2848,7594
7088,4316
3500,6059
4032,470
513,5016
6979,5312
2684,23
10,3641
5299,5624
1561,6110
914,2327
4703,2560
2414,5797
2856,6896
5962,2935
3350,1015
287,5612
740,6146
6208,6374
5934,7303
6930,3326
1995,5813
6465,1277
3960,5670
4199,3966
6260,1811
3877,3915
1867,6567
2187,3539
6798,174
7312,6811
1672,3847
7177,4142
6550,7427
7498,4722
4404,7000
5854,5445
2862,3304
3629,3971
3087,3422
4377,2144
153,4457
3823,2524
3809,2626
6015,1606
4265,3623
7197,2515
4657,6133
3908,6769
6840,5661
3034,3761
3809,6009
2484,850
3406,142
7088,4450
346,2004
6917,3814
2060,4494
2156,4202
6215,4296
545,7317
3809,532
5139,2093
7403,2741
3153,5331
7566,3671
7160,2983
2005,3252
2516,3956
6993,3809
2613,7272
5913,6560
5658,6041
6799,533
1279,4279
369,1614
7578,3681
2629,4772
6488,5744
4922,3906
579,4053
7444,7064
2972,5111
2187,7056
6230,4173
6889,3809
2957,4988
7209,781
1486,3976
441,7502
6260,6267
5718,1746
6917,2070
2521,3145
4859,3742
3916,7545
1743,599
1080,255
3468,215
2382,6184
7573,4626
3106,3017
6870,3163
7479,4964
1240,4859
6104,6104
3313,6693
7272,2419
1174,7245
2330,517
3252,2253
3809,3110
4648,7063
1448,2529
2781,6051
7571,4149
245,4715
3323,1904
5434,3276
4135,5754
4188,662
533,5347
4922,3101
7453,1649
806,6445
4213,2412
5926,2957
5016,292
6256,7033
174,2970
3809,7432
5260,652
7183,7423
306,3089
846,4531
1309,91
4259,3696
6102,1870
2072,1016
5905,3019
7071,2671
3182,1268
3153,338
4822,3809
4956,3809
5935,417
7082,6967
2803,2403
876,1148
6082,5540
2171,1934
4732,4266
533,7575
7207,6854
1995,4337
5491,5257
3787,5929
3959,2249
1851,6278
4590,3809
2290,1252
4337,3363
4547,729
2007,375
1071,2905
2084,595
4725,5165
2411,2710
2987,3809
7223,1321
3525,6868
2515,7197
662,1165
2725,3809
6720,6362
2867,2172
3130,5026
3531,6124
2125,1535
2168,2171
3066,7485
7280,5238
6378,182
2095,6796
1749,2187
1720,1257
997,862
5642,6715
4859,3071
67,4146
5175,5751
2802,4379
6377,5592
2621,3809
4558,864
6416,824
127,6082
643,2212
4337,5591
2286,2018
3447,6022
3844,5658
6979,7353
3341,7289
5975,300
6563,6886
422,3906
4254,4775
6284,1055
2325,2885
6026,2517
3257,2865
3484,3810
5216,6849
2088,4635
3480,6320
961,3433
1742,3244
1565,164
5921,4386
2442,437
2330,4168
2058,5924
2607,504
3809,345
5679,5792
5772,5983
5572,6861
4182,3559
2327,864
4257,6362
848,3906
3350,962
3809,3728
691,3922
6508,6024
3588,6203
6790,4956
5172,4648
127,5277
7155,6774
1750,6868
6208,255
5332,2836
6378,7082
6070,6737
292,3809
1431,1638
1016,5560
1520,3373
3817,3969
1950,2203
2982,6551
1704,5180
4773,4535
2187,3836
5458,4638
1908,5175
6139,1589
1760,6243
3525,5258
3484,3005
1658,4246
4962,2744
7174,7174
7403,4782
1561,4313
6563,604
3261,489
3402,1660
4329,4494
2187,4775
454,6961
184,2936
3087,336
6528,1549
4492,2980
5127,2030
5598,7277
5624,2082
887,3056
3621,6659
3769,141
322,3809
1273,4031
4862,5896
7367,4721
1462,4492
2637,4422
1262,3872
5498,630
2058,3025
5905,4926
5690,4772
2116,6413
7326,5851
7001,2119
3699,2004
724,32
937,7495
6386,4475
966,5981
1671,5016
900,3641
6681,6086
2018,7009
7109,4281
1920,58
2737,4252
2456,38
7578,595
2431,5643
1927,2168
6104,1729
6076,6097
4557,4105
5525,332
1714,2060
3620,2246
7405,7433
2596,2677
5722,2566
5882,3787
1654,6890
5862,6518
7321,6015
4501,7364
1557,6957
6359,908
2692,4078
5987,3022
715,454
6422,2196
7571,3157
4414,13
4969,235
3350,291
4621,2935
4571,7544
5787,7283
1391,1942
782,2615
2411,4967
711,6347
7545,2875
6404,6693
67,6053
6421,6108
4296,6558
4220,3530
3812,1261
1250,1902
4015,4064
2459,470
4852,7190
1793,609
6464,3711
7526,1320
2861,4422
810,849
3809,963
3223,2559
1235,2718
2735,2970
5488,3809
6496,7571
5476,2294
4039,2556
5491,3326
7280,2957
5241,707
3556,7283
5108,1309
1290,146
3680,933
968,6511
6873,4296
4431,5039
663,3431
6726,2556
7300,5272
500,7574
600,2328
5878,6596
5274,3449
3304,4968
6774,6919
5009,1488
3510,872
6103,298
6984,2033
6784,2911
5084,4291
2517,424
901,2441
1928,6445
7016,36
5030,1776
5790,5436
1621,286
6362,2629
1838,6902
2800,3341
5016,2817
3834,1908
4074,7222
2863,5383
750,932
5725,6889
195,5783
5259,2952
1898,5640
5984,5837
7001,2737
6164,4492
366,188
4029,282
887,1580
5722,1895
7477,222
3971,6693
6048,2065
234,234
2524,3823
172,1076
1632,5871
1431,1451
7518,7578
6658,304
1311,6230
3809,4830
7584,5165
3050,82
3459,2007
7373,5884
6714,586
5743,6505
65,2303
2398,2556
2632,508
2826,3757
5715,2013
7509,5930
1585,5651
2531,2119
3651,5560
1051,5717
3544,775
1959,5111
2088,1549
5873,6736
5006,4707
2187,4938
6979,2173
2393,4814
3809,3675
4022,7166
4127,6428
1548,1046
887,775
2960,4861
983,5209
3178,3808
6464,946
3305,2829
3482,247
598,4055
4201,3906
92,2005
1857,5184
3705,3702
1513,5374
3624,2582
167,836
5921,5622
101,4942
4619,632
3757,3111
665,554
281,6041
2948,1252
5546,268
2970,5175
4078,6135
7041,176
3876,6186
631,6605
3907,3809
147,6226
7315,1876
1797,3039
716,6154
5957,741
5351,7347
3410,6386
4618,2100
1610,6596
894,6426
4850,3389
5636,3544
5560,6932
6262,7204
2652,2772
6563,3934
6050,6567
6580,3349
1996,7571
282,385
7066,1522
7493,1589
3809,2870
3525,3111
2088,4127
2766,7223
244,4065
1627,534
1016,6796
5737,5289
331,6693
2547,1443
4618,2450
3436,1541
3675,3809
3905,6715
2226,2556
4428,5736
7202,4042
1656,2403
5596,1085
568,7545
112,4296
4107,6849
1676,3809
137,6046
851,4635
4213,5555
7372,7082
3743,156
2269,5262
6381,264
5528,3960
320,2905
616,1735
5182,3323
6567,619
5016,3785
757,7043
332,5359
1605,6386
4146,4868
3435,3544
5928,5772
6886,3001
4255,7255
4343,3692
580,2428
7082,4633
5955,5875
1175,3769
3427,2902
4252,4705
1766,1766
4725,4925
361,4195
5318,5439
5669,3976
1608,3809
7571,7426
4808,3647
2013,5026
4611,4796
7426,97
538,2552
775,1741
5859,1040
179,3373
4961,7245
496,5709
5341,6712
3803,4478
6208,6297
2789,4843
3488,3154
977,3538
886,5894
2959,2810
5882,6312
3633,1034
6530,3315
6891,2540
6230,579
3621,2902
3323,993
2294,326
458,879
3087,6378
6875,5420
7250,379
32,2168
2470,4689
6713,174
6897,2735
3581,6886
599,6187
1621,2677
4191,6815
7197,2438
3515,2102
5028,4279
3713,6224
6184,1523
3544,3971
6899,3720
2007,619
5646,127
2163,7548
418,1049
5736,6436
6668,6416
6152,3116
2771,2708
7466,6396
133,1819
5188,3598
616,4447
3706,707
3004,435
7520,6632
7207,1971
182,1711
2498,2549
4832,1492
3737,5655
5975,194
6470,4337
2170,1148
4859,6698
6915,4199
1920,7389
1908,1902
3260,2468
6457,5041
5910,2428
5116,5573
2915,5439
1802,4135
360,4053
6917,5965
6230,7479
2328,3427
712,6198
3809,2683
7033,5359
6405,5790
3568,1308
5763,6323
4149,3505
663,829
4257,2284
5857,3706
1791,2441
2020,49
2863,1492
7207,4199
3733,7010
1360,3386
5343,6868
2693,4464
7288,6258
4127,898
7475,1920
2789,7555
881,6542
7082,3157
3773,2063
1961,7174
3604,5260
4084,5897
6706,3809
3400,6396
628,3063
3274,3813
6080,4286
2957,1662
4053,5271
154,3180
997,4623
4124,7366
5924,740
289,4536
7543,2404
6015,7274
595,1610
3776,3650
6489,6376
2129,692
2554,5594
3662,138
3810,7206
754,5804
4701,3213
5413,5139
1548,2632
6090,7044
2219,4557
1291,6948
1071,2478
2492,1683
658,619
341,912
2187,5019
628,1908
3121,164
4738,6663
1424,7477
7446,2629
1589,1128
4266,1191
3257,6626
1101,1539
2677,1621
4032,6622
3500,3351
6855,6510
7462,5202
3555,806
6870,1126
681,7554
2405,4316
6061,7403
5202,5427
2262,66
3542,1510
6434,5699
6422,6628
658,1908
4167,7197
1920,6718
566,2319
4685,2464
6058,689
2135,1422
5139,2634
6187,2789
3702,6868
1745,2930
3324,2721
4919,3799
836,7283
6154,3780
3809,2012
147,3274
1122,7088
857,7571
3809,5395
3971,1781
4855,3225
5127,1469
4764,663
5921,3959
7313,6398
7364,4643
2524,4738
4358,3358
6316,4488
4031,2963
619,236
2635,3034
5271,7260
2012,3809
4199,2547
5701,428
7309,5875
3671,5811
5997,4893
69,7124
1927,7084
3954,2901
3761,5704
7426,3427
1987,719
3370,3604
1226,1560
3087,4447
1547,3830
1774,7027
1165,3536
26,7427
2402,1900
454,2212
946,1920
328,3039
4624,4766
7551,3314
3908,5350
4037,5006
2382,2187
6170,6891
1089,3891
1662,1309
3809,4590
1947,5642
495,708
2119,2716
7477,332
4646,6218
88,4491
448,2582
5943,469
6282,4099
6323,690
7581,2375
3604,6817
1324,5636
2131,5170
801,1165
613,4312
7402,7513
287,4327
2047,746
188,3567
6805,60
5850,2348
3274,2337
4279,166
4430,2025
1761,3543
6217,3273
6919,6763
6993,296
7108,3252
5878,1363
7364,5127
1318,2973
172,2475
3809,6818
6257,5331
5854,4160
1085,5596
4488,4073
954,417
6687,1128
1057,1104
6881,4377
1580,879
857,484
7076,5784
6140,1898
6891,6004
740,84
2579,6218
380,5965
5464,6984
2205,3533
4805,1686
1974,2846
5754,3525
1449,4718
1492,3102
3959,1635
6953,2159
824,2414
1837,6520
2458,2666
467,5560
5016,1317
3519,5500
6146,3756
5981,5409
2724,341
7309,2171
7002,708
1477,7116
3798,7544
2692,1557
4507,127
264,1444
2249,2677
3469,4632
3923,4048
3809,2980
3243,4289
2624,110
958,320
684,2003
1540,5371
368,2706
5738,147
7560,3860
4864,3555
6264,5855
340,5576
3275,1733
2748,4468
5026,2570
3241,1368
708,495
467,1372
6012,5230
380,2127
366,6393
1557,2692
7283,5430
6930,3814
5690,2735
7174,6426
744,7507
255,7316
1836,5490
7268,3809
3488,686
3224,2303
3437,3350
4920,989
5498,2915
5035,1693
1580,4746
1533,2456
7190,7309
6433,914
1643,6788
6374,1273
5271,657
2280,7574
6258,3542
3818,2668
5636,7171
2362,2688
2102,3515
1672,2241
3960,7447
6835,5805
7432,3809
6043,2607
5678,1920
991,2257
3102,6635
4451,3520
5788,2088
6980,1433
1971,3971
5211,764
1166,568
5171,3809
2826,2041
2743,286
1062,1908
1590,4279
599,4658
2316,2693
6834,2547
3355,5014
7560,7377
3809,1020
5132,3854
686,3314
7176,6448
3647,7108
5524,2392
7033,3696
2807,2930
1686,5680
2018,4167
5786,5775
294,4961
595,4135
851,1846
2508,3802
4244,6051
4598,133
114,3273
5107,10
4632,1437
4131,3141
1488,1908
4939,3809
3817,3705
5412,4029
2,3971
5463,6438
3314,2330
2116,4860
1459,389
7496,6961
4275,1550
4996,5282
4741,7207
2499,6318
2442,5784
3146,3685
7272,5001
181,2401
549,7523
1194,91
3570,980
4984,3178
5231,3809
126,3633
5365,3809
4909,1314
1932,959
7326,2204
4131,4430
1971,4105
1828,6271
2377,851
5783,1289
1602,3484
7082,2783
1746,4926
3847,1638
1548,969
3170,1396
5171,7326
7593,6870
3787,806
6003,3692
332,1415
1192,2273
5932,1008
4561,1920
5395,3809
4999,3809
2358,7375
5133,3809
993,343
7096,587
3809,1504
860,753
3250,1540
2219,3244
3530,3809
3134,3809
6470,7480
668,3966
3889,709
6347,2162
1837,6333
6610,5016
1916,6626
2554,2187
7177,4309
5847,7474
341,538
1206,5712
827,5127
4064,2403
6352,3445
5254,3173
1443,929
5975,3687
6018,4323
3621,113
2859,6206
7306,1686
2970,560
3164,3809
3560,3809
2902,3809
6426,361
5877,1085
2633,7556
1071,10
3034,1484
6967,2405
1585,231
3971,2562
3613,3820
599,4337
2333,5759
2358,3537
5360,7332
2005,975
4312,6423
7507,4197
4718,1449
6230,6434
5965,6917
3291,6371
2173,4723
3819,4046
5202,2959
1329,3809
4195,361
6070,3708
6378,1609
2816,2321
5030,7578
603,7088
4032,2060
3314,5981
4319,3056
2693,6802
2516,2968
6167,1547
281,1560
960,5790
7584,5706
1359,3809
963,3809
1481,4738
4917,1635
4578,6141
6828,6891
3712,2994
5424,685
7571,3966
4468,2748
6044,3776
7190,5028
104,328
6530,5921
6258,1261
332,6571
6741,6333
4437,4566
